=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.07.05 21:08:54 =~=~=~=~=~=~=~=~=~=~=~=
I received:  
inpsec      humid
inI received: humid 
soec   pect;
830282;10995754
830308;10995633
830335;10995575
830361;10995286
830387;10995359
830412;10995957
830439;10995393
830465;10995239
830492;10995247
830518;10995103
830544;10995367
830570;10995612
830596;10995578
830622;10994891
830649;10995325
830675;10995552
830701;10995659
830728;10995910
830753;10995915
830779;10995879
830806;10995957
830832;10996229
830859;10995947
830884;10996474
830911;10996103
830938;10996289
830964;10996362
830990;10996561
831015;10996647
831042;10996534
831068;10996471
831095;10996827
831121;10996811
831147;10997180
831173;10996832
831199;10996683
831226;10996960
831252;10996960
831278;10997115
831304;10996584
831330;10996678
831357;10997441
831382;10997232
831409;10997190
831435;10997255
831462;10997269
831488;10997404
831514;10997488
831540;10997365
831566;10997851
831592;10997352
831619;10998037
831645;10998319
831671;10997676
831697;10997357
831724;10997308
831750;10997415
831776;10997402
831802;10997318
831828;10997253
831855;10997355
831881;10996727
831907;10996689
831933;10996759
831960;10996858
831986;10996145
832012;10995868
832038;10995756
832065;10995387
832091;10995024
832117;10995051
832143;10994962
832170;10994533
832195;10994118
832222;10994956
832248;10994076
832274;10993844
832300;10993413
832327;10993238
832352;10993282
832379;10992934
832406;10993018
832431;10992540
832458;10992464
832484;10992300
832510;10992075
832536;10991889
832562;10991861
832589;10991819
832615;10991600
832641;10991586
832668;10991615
832693;10991244
832720;10991333
832746;10991158
832772;10991302
832799;10990892
832824;10990993
832851;10991132
832877;10990656
832903;10990772
832929;10990518
832956;10990612
832982;10990317
833008;10989766
833034;10989126
833061;10988710
833087;10987840
833113;10986691
833139;10985369
833165;10984199
833192;10982955
833218;10982430
833244;10980599
833271;10978645
833296;10977273
833322;10976145
833349;10975045
833375;10974256
833402;10972665
833427;10971871
833454;10971377
833480;10970836
833506;10969627
833532;10968963
833559;10968467
833585;10968169
833611;10967231
833638;10966578
833663;10966022
833690;10965395
833716;10965079
833742;10964248
833769;10963396
833794;10962273
833821;10961267
833847;10960011
833873;10958548
833900;10957821
833925;10955750
833951;10952855
833978;10951562
834004;10950426
834030;10949415
834057;10948871
834083;10948762
834109;10947474
834136;10945559
834161;10944143
834188;10942434
834214;10940959
834240;10939752
834266;10938265
834293;10937171
834319;10935802
834345;10935091
834371;10934028
834397;10933333
834424;10931789
834450;10930423
834476;10928322
834503;10926350
834528;10924550
834555;10922724
834581;10921135
834607;10919354
834634;10916721
834660;10911303
834686;10903797
834712;10895087
834739;10887376
834765;10881391
834791;10876737
834817;10873399
834843;10868175
834869;10862527
834896;10859436
834922;10857294
834948;10855395
834974;10853085
835001;10849870
835027;10845445
835053;10838785
835079;10831882
835105;10825128
835132;10819256
835158;10813870
835184;10808134
835210;10800495
835236;10792896
835263;10785969
835289;10781309
835316;10778109
835341;10775559
835368;10773250
835394;10770767
835420;10767930
835446;10763598
835472;10759220
835498;10754755
835525;10750142
835551;10745938
835577;10742410
835604;10739262
835630;10736323
835656;10733737
835682;10731709
835708;10729344
835734;10727905
835760;10725677
835787;10725247
835814;10723650
835839;10723491
835865;10723896
835891;10724351
835918;10724822
835944;10724838
835971;10724971
835996;10725247
836023;10725442
836049;10725048
836076;10724771
836101;10724510
836128;10724659
836154;10724449
836180;10724551
836206;10724413
836233;10724372
836259;10724566
836285;10724812
836311;10724817
836338;10725012
836364;10725329
836390;10725263
836416;10726077
836443;10726748
836469;10726809
836494;10727331
836521;10727623
836547;10727659
836574;10727526
836599;10727382
836626;10727664
836652;10727705
836678;10727843
836705;10728063
836731;10729297
836757;10727423
836783;10727162
836809;10727490
836835;10726686
836862;10726517
836888;10726297
836915;10725770
836941;10725309
836967;10725258
836993;10725032
837019;10724607
837045;10724438
837072;10724177
837098;10723890
837124;10723798
837150;10723645
837177;10723506
837203;10723665
837228;10723732
837255;10723798
837281;10724213
837307;10723890
837334;10723773
837360;10724167
837386;10724571
837412;10724531
837438;10724618
837465;10724797
837491;10725171
837517;10725309
837544;10725493
837569;10725457
837596;10725677
837622;10725319
837648;10724909
837675;10724152
837700;10723522
837727;10722815
837753;10722160
837780;10721873
837806;10721494
837831;10720829
837858;10720291
837885;10720060
837910;10719815
837936;10718878
837963;10718463
837989;10718284
838016;10717982
838041;10717777
838068;10718140
838094;10717746
838120;10717731
838147;10717864
838173;10717132
838198;10717316
838225;10716671
838251;10716225
838278;10716087
838304;10715191
838329;10715514
838356;10714904
838382;10715058
838409;10715247
838435;10715089
838461;10715140
838488;10715324
838513;10715298
838540;10715457
838566;10715493
838592;10715519
838618;10716097
838644;10716021
838671;10715918
838697;10716476
838723;10716379
838749;10716364
838776;10716394
838802;10717055
838828;10716113
838854;10716133
838880;10717055
838907;10716164
838933;10715806
838959;10715473
838985;10715401
839011;10714858
839038;10714884
839064;10714669
839090;10714572
839116;10714500
839143;10714771
839169;10714864
839195;10715426
839221;10715268
839248;10714858
839274;10715206
839300;10714991
839326;10714822
839352;10714961
839378;10715186
839405;10715104
839430;10714991
839457;10715519
839483;10715959
839510;10715872
839536;10715852
839562;10716041
839588;10716210
839615;10716067
839641;10715806
839667;10715222
839693;10714910
839719;10714495
839746;10714167
839772;10713706
839798;10713563
839824;10713046
839850;10712636
839877;10712390
839903;10713476
839929;10712483
839955;10712406
839982;10712437
840008;10712569
840034;10712349
840060;10712744
840086;10713133
840113;10713583
840139;10713829
840165;10714049
840191;10714290
840217;10714403
840243;10714367
840270;10714915
840296;10715160
840322;10715130
840348;10714996
840375;10715176
840401;10715191
840427;10715181
840453;10715585
840479;10715186
840506;10715447
840532;10715744
840558;10715862
840584;10716154
840610;10716159
840637;10716251
840663;10716128
840690;10715529
840715;10715350
840741;10714961
840768;10714234
840794;10713486
840821;10713189
840846;10712861
840873;10712790
840899;10712953
840925;10713225
840951;10712754
840977;10712616
841003;10712370
841030;10712416
841056;10712856
841082;10713010
841109;10713205
841135;10713511
841161;10714188
841187;10714264
841213;10714689
841240;10714868
841265;10715345
841292;10715611
841319;10715765
841344;10715800
841370;10716031
841397;10715821
841424;10716225
841449;10715806
841475;10715601
841502;10715985
841528;10715498
841555;10715483
841580;10715258
841606;10714915
841633;10714572
841659;10714126
841686;10713932
841712;10713199
841738;10712800
841764;10712191
841790;10711715
841817;10711714
841842;10711238
841869;10710870
841895;10710480
841921;10710260
841947;10709620
841973;10709431
842000;10708949
842026;10709241
842053;10708863
842078;10708909
842105;10709600
842131;10709559
842158;10709615
842184;10709943
842209;10711335
842236;10711894
842262;10711837
842288;10712237
842314;10712063
842341;10712785
842367;10712580
842393;10712723
842419;10712621
842446;10712252
842472;10711919
842498;10712186
842524;10711520
842551;10711146
842577;10711366
842603;10711269
842629;10711233
842656;10710941
842682;10710183
842708;10709651
842734;10709282
842760;10708806
842786;10708627
842813;10708463
842839;10708591
842865;10709011
842891;10709313
842918;10709615
842943;10709804
842970;10710137
842996;10710829
843022;10710977
843049;10710829
843074;10710434
843101;10710639
843127;10710721
843153;10710890
843180;10711602
843206;10711806
843232;10712052
843258;10711965
843284;10712247
843310;10712416
843337;10713015
843364;10712744
843389;10713271
843415;10713573
843442;10713809
843468;10714085
843495;10714479
843520;10714782
843547;10714868
843572;10715176
843599;10715437
843625;10715483
843651;10716082
843678;10715422
843704;10715565
843730;10715790
843756;10715708
843782;10715816
843809;10715882
843835;10715898
843861;10715816
843887;10716097
843914;10715790
843940;10715483
843966;10715524
843992;10715227
844019;10714874
844045;10714638
844071;10714515
844097;10714019
844124;10713865
844149;10713655
844176;10714203
844202;10713630
844228;10713660
844254;10713158
844281;10713502
844307;10713317
844333;10713363
844359;10713368
844386;10713593
844412;10713788
844438;10713553
844464;10713711
844490;10713916
844516;10713824
844543;10713527
844569;10713686
844595;10713809
844622;10714060
844647;10713235
844674;10713619
844700;10713373
844727;10713542
844753;10713256
844779;10713353
844805;10713112
844831;10713486
844858;10713568
844884;10713578
844910;10713506
844936;10713368
844962;10713558
844988;10713491
845015;10713629
845041;10713762
845068;10713706
845094;10713583
845120;10713978
845146;10713701
845172;10713619
845198;10713517
845225;10713511
845250;10713184
845277;10713204
845303;10712728
845329;10712477
845355;10712339
845382;10712124
845408;10711894
845434;10712037
845460;10711924
845486;10712160
845513;10711976
845539;10713189
845565;10712488
845591;10712687
845618;10712651
845644;10712662
845670;10713179
845696;10712073
845723;10711223
845749;10710634
845774;10710014
845801;10709236
845828;10708596
845854;10708002
845879;10707715
845906;10707705
845932;10707818
845959;10708105
845984;10708289
846011;10708125
846037;10707838
846063;10708612
846089;10709175
846116;10709635
846142;10710834
846168;10709774
846195;10710270
846221;10710614
846247;10710926
846273;10711658
846299;10711525
846325;10711919
846352;10712022
846378;10711894
846404;10711832
846430;10711745
846456;10711848
846483;10711034
846509;10710705
846535;10710214
846561;10709866
846588;10709805
846614;10709523
846640;10708775
846666;10708504
846693;10708013
846719;10707710
846745;10707690
846771;10707306
846797;10707480
846824;10707285
846850;10707378
846876;10707434
846902;10707643
846928;10707362
846955;10707987
846981;10708412
847007;10708535
847033;10708914
847060;10709421
847085;10709886
847112;10710347
847138;10710793
847165;10710859
847191;10710470
847217;10710573
847243;10710271
847269;10710245
847295;10709697
847322;10709728
847348;10709400
847374;10709451
847400;10709856
847426;10709385
847453;10709292
847479;10709026
847505;10708960
847532;10709251
847557;10709390
847584;10709134
847610;10709538
847636;10708873
847662;10708734
847688;10708581
847715;10708591
847741;10708294
847767;10708110
847793;10707664
847820;10707418
847846;10707296
847872;10707024
847898;10706784
847925;10707188
847951;10707173
847977;10707086
848003;10707265
848029;10707977
848055;10708693
848082;10708632
848108;10708750
848135;10708842
848161;10709339
848187;10709569
848213;10709779
848239;10709897
848266;10709891
848291;10709958
848318;10710153
848344;10709825
848370;10710096
848397;10709933
848423;10710112
848449;10709866
848475;10709707
848502;10709763
848528;10709451
848554;10709794
848580;10709938
848606;10709456
848633;10709825
848658;10709892
848685;10709912
848711;10710286
848737;10710424
848764;10710337
848790;10710511
848815;10710132
848842;10710409
848868;10710788
848894;10710593
848921;10711413
848947;10710849
848974;10710905
848999;10711428
849025;10711489
849052;10711356
849078;10711203
849104;10711207
849131;10711320
849157;10711136
849183;10711141
849209;10711203
849235;10710998
849262;10710941
849287;10710890
849314;10711156
849340;10710880
849367;10711177
849392;10710491
849419;10710573
849445;10710517
849471;10710270
849497;10710102
849524;10709856
849550;10709415
849576;10709221
849602;10708944
849629;10708873
849654;10708576
849681;10708524
849707;10708232
849733;10708207
849760;10708120
849786;10708284
849812;10707777
849838;10707439
849864;10707111
849891;10707229
849917;10707250
849943;10706799
849970;10706656
849996;10706287
850022;10706594
850048;10706435
850074;10706333
850100;10706389
850126;10706497
850153;10706630
850179;10706707
850206;10706953
850231;10707014
850257;10707848
850284;10707736
850310;10707659
850337;10708397
850362;10707879
850389;10707956
850415;10708120
850441;10708263
850467;10708504
850493;10711233
850520;10708806
850546;10708975
850572;10709205
850599;10709441
850625;10709871
850651;10709784
850677;10710086
850703;10710394
850730;10710885
850755;10710752
850782;10710788
850808;10711038
850835;10711402
850861;10711090
850887;10711131
850913;10711346
850940;10711361
850965;10711730
850992;10711571
851018;10711648
851044;10712099
851070;10711889
851096;10712278
851123;10712529
851149;10712703
851175;10712360
851201;10712257
851227;10712273
851254;10711950
851280;10711868
851306;10711325
851333;10711448
851359;10710537
851385;10710629
851411;10710470
851437;10709840
851464;10709472
851490;10709416
851516;10708903
851542;10708616
851568;10709548
851594;10708243
851621;10708289
851647;10707787
851673;10707634
851699;10707455
851726;10707321
851752;10707321
851778;10707188
851804;10707388
851831;10707142
851857;10707403
851883;10707352
851909;10707695
851936;10707910
851962;10707823
851988;10708325
852014;10708642
852041;10708519
852067;10708811
852093;10709226
852119;10710030
852145;10710010
852172;10710086
852198;10710506
852224;10710772
852250;10711105
852276;10711192
852303;10711720
852329;10711868
852355;10711561
852381;10711376
852407;10711745
852433;10711761
852460;10711899
852486;10712196
852512;10711827
852538;10711868
852565;10711914
852591;10711971
852617;10712011
852643;10712093
852669;10712001
852695;10712032
852722;10712022
852748;10711996
852775;10711791
852800;10711996
852827;10712155
852853;10711638
852879;10712042
852906;10711320
852932;10711597
852958;10711504
852984;10711499
853010;10710992
853036;10710747
853063;10710598
853089;10710470
853115;10709927
853142;10709856
853168;10709687
853193;10709605
853220;10709011
853246;10708571
853273;10708709
853298;10708417
853325;10708463
853351;10707879
853378;10707885
853404;10707475
853430;10707147
853456;10706922
853482;10706712
853509;10706471
853534;10706384
853560;10706507
853587;10705964
853614;10705924
853640;10705857
853665;10705898
853692;10705488
853718;10705258
853744;10705309
853771;10705247
853796;10705232
853823;10705012
853849;10705432
853875;10705186
853901;10704761
853928;10704976
853954;10705898
853980;10704925
854006;10704577
854032;10704336
854059;10704249
854085;10704807
854111;10704136
854137;10704234
854164;10703757
854190;10703558
854216;10703671
854242;10703358
854269;10703251
854295;10703348
854321;10703071
854347;10702933
854374;10702518
854399;10702595
854426;10702959
854452;10703035
854478;10702487
854505;10702744
854531;10702232
854557;10702703
854583;10702616
854610;10702774
854635;10702713
854662;10702826
854688;10702871
854714;10702682
854740;10702749
854767;10703194
854793;10702728
854819;10702683
854845;10702493
854872;10703118
854898;10703066
854924;10703338
854950;10703082
854977;10703071
855003;10703394
855029;10703379
855055;10703445
855081;10703537
855108;10703932
855134;10703860
855160;10703978
855186;10704321
855212;10704413
855239;10704684
855265;10704874
855291;10705053
855317;10705683
855343;10705924
855370;10706087
855396;10706374
855422;10706594
855448;10706815
855474;10707193
855501;10707152
855527;10707229
855553;10707342
855579;10707485
855606;10707772
855632;10707669
855658;10707716
855684;10707731
855710;10707516
855736;10707470
855763;10707209
855789;10707690
855815;10707373
855841;10707290
855868;10707424
855894;10707598
855920;10707009
855946;10707106
855972;10706937
855999;10706742
856025;10707173
856051;10707024
856077;10707199
856104;10707260
856130;10707372
856156;10707178
856182;10707034
856208;10707065
856235;10707157
856261;10706829
856287;10707362
856313;10706855
856340;10706855
856366;10707142
856392;10707096
856418;10707337
856445;10707142
856471;10707024
856497;10707117
856524;10707623
856550;10707029
856575;10707311
856602;10707040
856628;10706968
856654;10707091
856681;10707132
856707;10706784
856733;10706943
856759;10706661
856786;10706778
856812;10706564
856838;10706620
856864;10707198
856890;10706635
856916;10706845
856942;10706456
856969;10706548
856995;10706517
857021;10706405
857048;10706261
857074;10706431
857100;10706712
857126;10706292
857152;10706251
857178;10706175
857205;10706317
857231;10706005
857257;10705754
857283;10706021
857310;10705805
857336;10706282
857362;10705386
857389;10705770
857414;10705652
857441;10705299
857467;10705212
857493;10705232
857519;10705125
857545;10705156
857572;10705084
857597;10705038
857624;10705012
857650;10705150
857677;10705355
857703;10704786
857729;10704735
857755;10705237
857781;10705104
857808;10705130
857834;10705350
857860;10705217
857886;10705422
857913;10705473
857939;10705606
857965;10705857
857991;10706062
858018;10705918
858043;10705811
858070;10705785
858096;10705801
858123;10705693
858148;10705591
858175;10705667
858201;10705693
858227;10705330
858253;10704940
858280;10705094
858306;10704530
858332;10704234
858358;10703834
858384;10703881
858411;10703665
858437;10703460
858463;10703087
858489;10702841
858516;10702780
858542;10702636
858568;10702498
858594;10702196
858621;10701658
858646;10701889
858673;10701489
858699;10701336
858726;10701136
858751;10700532
858777;10700896
858804;10700706
858830;10700834
858856;10700609
858883;10700342
858909;10700399
858935;10700071
858961;10700035
858987;10700189
859014;10699825
859040;10700255
859066;10700655
859092;10699948
859118;10699938
859145;10699820
859171;10699810
859197;10699733
859223;10699851
859250;10699958
859276;10699846
859302;10700337
859328;10700332
859354;10700122
859381;10700721
859407;10700839
859433;10701873
859459;10701863
859485;10702078
859512;10702554
859538;10703333
859564;10703143
859590;10703133
859617;10703338
859643;10704075
859669;10704259
859695;10704198
859722;10704582
859747;10704372
859774;10704402
859800;10704567
859826;10704080
859852;10703261
859878;10703215
859905;10702314
859931;10702319
859957;10701853
859984;10701249
860010;10701259
860036;10700772
860062;10700353
860088;10701070
860115;10701085
860141;10701505
860167;10700947
860193;10701576
860220;10701664
860246;10701566
860272;10701100
860298;10701551
860324;10701413
860350;10702334
860377;10703123
860403;10704162
860429;10705109
860455;10705222
860482;10706189
860507;10707168
860534;10707536
860560;10708064
860586;10708130
860612;10709011
860639;10709554
860665;10709840
860691;10710296
860717;10710127
860744;10710358
860770;10710716
860796;10711459
860822;10711120
860848;10711648
860875;10711525
860901;10712477
860927;10711909
860954;10712697
860979;10712539
861006;10712252
861032;10713435
861059;10712810
861084;10712718
861111;10713353
861137;10713686
861163;10712595
861190;10712585
861215;10712554
861242;10711428
861268;10711832
861295;10711658
861320;10712078
861347;10711034
861373;10711663
861399;10711448
861426;10712022
861452;10712032
861478;10712257
861504;10713071
861530;10713609
861557;10714274
861582;10713814
861608;10712534
861635;10708494
861661;10704223
861688;10698652
861713;10692493
861740;10686538
861766;10680174
861792;10673604
861818;10666845
861845;10658939
861871;10650322
861897;10642872
861923;10635873
861950;10630107
861976;10625351
862002;10622038
862028;10619052
862054;10616379
862081;10614296
862107;10612243
862133;10609764
862159;10607030
862186;10605183
862211;10602478
862238;10600226
862265;10597496
862290;10596094
862317;10593650
862343;10591619
862369;10589125
862395;10587363
862421;10585362
862447;10583615
862474;10582576
862500;10579755
862526;10577835
862553;10575504
862579;10572858
862605;10570958
862631;10568922
862657;10566841
862684;10564648
862710;10562991
862736;10561174
862762;10559866
862789;10558827
862815;10557088
862841;10555813
862867;10554771
862893;10552904
862920;10551732
862945;10550790
862972;10549939
862998;10548213
863025;10546300
863050;10544940
863076;10542658
863103;10540726
863129;10539887
863155;10538828
863182;10537711
863208;10536790
863234;10535746
863261;10534820
863287;10534594
863313;10534102
863339;10532704
863365;10531793
863391;10530131
863418;10530011
863444;10528341
863470;10527302
863496;10527056
863523;10526223
863548;10525309
863575;10524652
863601;10523866
863628;10524077
863654;10524220
863680;10524358
863706;10523743
863732;10523648
863759;10522950
863785;10522616
863811;10522205
863837;10523364
863863;10525121
863890;10526288
863915;10526966
863942;10526785
863968;10526702
863995;10526740
864020;10526953
864047;10526489
864073;10525959
864100;10525447
864125;10524958
864152;10524564
864178;10523951
864204;10523613
864231;10522433
864256;10522084
864282;10521600
864309;10521120
864335;10520423
864361;10520114
864388;10519519
864414;10518480
864440;10518322
864467;10517122
864493;10516866
864518;10516831
864545;10516597
864572;10515990
864597;10515624
864624;10515322
864650;10514429
864676;10514682
864702;10513799
864728;10513284
864755;10512755
864781;10512177
864807;10512054
864833;10511449
864859;10511449
864885;10511788
864912;10511783
864938;10511979
864964;10512453
864990;10513513
865017;10514005
865043;10514605
865070;10514569
865096;10513990
865121;10513355
865148;10514600
865174;10513538
865201;10513159
865226;10513365
865253;10513377
865279;10513882
865305;10513267
865332;10513114
865357;10512918
865384;10512629
865410;10512566
865436;10512386
865463;10512162
865489;10512356
865515;10512142
865541;10511480
865567;10511284
865593;10511630
865619;10511588
865646;10509645
865673;10510378
865698;10510513
865725;10510902
865751;10510857
865777;10512054
865803;10512873
865829;10512858
865856;10512715
865882;10513505
865908;10513041
865934;10513329
865960;10512885
865986;10513568
866013;10513249
866039;10513814
866065;10513691
866092;10514303
866118;10514389
866144;10514984
866170;10515107
866197;10515433
866222;10515654
866249;10515408
866275;10515553
866302;10515493
866328;10515993
866353;10516028
866380;10516156
866406;10516314
866432;10516397
866459;10516535
866485;10516136
866511;10515905
866537;10516176
866563;10516608
866590;10516447
866615;10516457
866642;10516339
866669;10516851
866694;10516992
866720;10516379
866747;10516821
866773;10516620
866799;10516279
866826;10516442
866852;10516218
866878;10516492
866905;10516444
866930;10516645
866957;10516552
866983;10516221
867010;10516397
867036;10516387
867061;10516314
867088;10516781
867114;10516073
867140;10516218
867166;10516585
867193;10516836
867219;10515945
867245;10516073
867271;10516095
867298;10516018
867324;10515965
867350;10516239
867376;10515915
867402;10515957
867429;10515812
867455;10515724
867481;10515463
867507;10515819
867534;10515516
867560;10515340
867585;10515295
867612;10515601
867638;10515551
867665;10515122
867691;10515225
867717;10515117
867743;10515004
867769;10514738
867796;10514286
867822;10514349
867848;10514572
867874;10514251
867901;10514087
867927;10513980
867953;10514288
867979;10513734
868005;10513769
868031;10513643
868058;10513452
868084;10513289
868110;10513457
868137;10513698
868162;10513104
868189;10513134
868215;10513237
868241;10513013
868268;10512664
868294;10512622
868320;10512346
868346;10512602
868373;10512275
868398;10512356
868424;10512325
868451;10512561
868477;10512044
868503;10511625
868530;10511507
868556;10511572
868582;10512095
868609;10511444
868634;10511620
868661;10511173
868687;10511153
868713;10510737
868739;10511424
868765;10510686
868792;10510932
868818;10510538
868844;10510435
868870;10510586
868897;10510230
868923;10509841
868949;10510340
868976;10510257
869001;10509976
869028;10510129
869054;10509750
869080;10509607
869106;10509168
869133;10509361
869158;10509308
869185;10509401
869212;10508909
869238;10508929
869263;10508508
869290;10508392
869316;10508558
869343;10508450
869368;10508490
869395;10508442
869421;10508410
869447;10508209
869473;10508106
869500;10508061
869526;10507609
869552;10507506
869578;10507476
869604;10507323
869631;10506959
869657;10507265
869683;10507549
869709;10507235
869736;10507318
869762;10507253
869788;10507009
869814;10506854
869840;10506969
869867;10507004
869893;10506811
869919;10506505
869945;10506289
869971;10505970
869997;10505935
870024;10505549
870050;10505857
870076;10505541
870103;10505752
870129;10505340
870155;10505682
870181;10505275
870207;10505064
870234;10504680
870260;10504916
870286;10505039
870312;10504645
870338;10504748
870365;10504103
870391;10504186
870417;10504301
870443;10503990
870470;10503576
870496;10503533
870522;10503581
870548;10503400
870574;10502060
870601;10500366
870627;10498747
870653;10496945
870679;10495622
870705;10493611
870732;10492449
870757;10491460
870784;10490943
870811;10492321
870836;10495361
870863;10500825
870889;10507654
870915;10513412
870941;10518977
870967;10525776
870994;10535957
871020;10546360
871046;10554763
871072;10564286
871099;10572032
871125;10578081
871151;10582652
871177;10586916
871203;10592576
871230;10599948
871256;10607143
871282;10611874
871308;10615070
871334;10623353
871361;10629083
871387;10633769
871413;10638802
871440;10644260
871466;10653256
871492;10659037
871518;10663081
871545;10666912
871570;10670496
871597;10674705
871623;10679093
871650;10684198
871675;10690204
871702;10696942
871728;10703942
871754;10709400
871780;10713542
871806;10717121
871833;10721084
871859;10724822
871885;10729569
871912;10733814
871937;10736389
871964;10738949
871990;10742590
872016;10745155
872042;10748191
872069;10751187
872095;10755892
872121;10759579
872148;10763629
872173;10767316
872200;10772226
872226;10776394
872252;10780455
872279;10783691
872304;10786301
872331;10789906
872357;10793040
872383;10796517
872409;10798539
872436;10801150
872462;10803746
872488;10806548
872514;10809425
872541;10812420
872567;10814417
872593;10816327
872619;10818134
872645;10820895
872672;10823504
872697;10825298
872724;10827638
872750;10828548
872777;10829378
872803;10830930
872829;10832445
872855;10834023
872881;10835599
872907;10837555
872934;10840259
872960;10842645
872986;10844084
873012;10845415
873039;10847228
873065;10849906
873091;10851390
873117;10853705
873143;10855947
873170;10856818
873196;10858216
873222;10859557
873248;10861308
873275;10862753
873301;10863660
873327;10865533
873353;10866756
873379;10867760
873406;10868922
873432;10869701
873458;10870827
873484;10871631
873511;10872778
873537;10874784
873563;10876255
873589;10877590
873615;10878421
873642;10879547
873668;10879849
873694;10880944
873720;10881636
873746;10882840
873773;10883816
873799;10884648
873825;10885874
873851;10887002
873878;10888189
873904;10888805
873930;10889403
873956;10890586
873982;10891616
874008;10892794
874035;10893690
874061;10894544
874088;10895503
874113;10896796
874139;10897765
874166;10899059
874192;10900069
874218;10900360
874244;10901067
874271;10901948
874297;10903089
874323;10903823
874349;10904262
874376;10905370
874402;10906264
874428;10906817
874454;10907494
874480;10908374
874507;10909187
874533;10909665
874559;10910339
874585;10910887
874612;10911104
874637;10911559
874664;10911844
874690;10912609
874717;10913290
874742;10913847
874769;10914568
874795;10914908
874821;10915579
874848;10916240
874874;10916407
874900;10917191
874926;10918231
874952;10918620
874978;10919046
875005;10919791
875031;10920012
875057;10920582
875084;10920924
875110;10921706
875136;10922384
875162;10922515
875188;10922818
875215;10923330
875241;10923751
875266;10924574
875293;10924916
875319;10925527
875346;10925710
875372;10926152
875398;10926551
875424;10927016
875450;10927633
875476;10928257
875503;10928696
875529;10929352
875555;10929218
875581;10929516
875608;10929741
875634;10930248
875660;10930822
875686;10930919
875713;10931517
875739;10931619
875765;10931784
875791;10932095
875817;10932701
875843;10933114
875870;10933751
875896;10934036
875922;10934375
875949;10934621
875974;10935026
876001;10935352
876027;10936141
876054;10936836
876080;10937032
876106;10937549
876132;10937461
876158;10937411
876185;10937740
876210;10938352
876237;10938785
876263;10938869
876289;10938675
876316;10939075
876341;10939885
876368;10940099
876394;10940201
876421;10940094
876447;10940237
876473;10940750
876499;10940441
876525;10940551
876551;10940807
876578;10940964
876604;10941400
876630;10942040
876656;10942487
876683;10942735
876709;10943106
876735;10943728
876761;10943613
876788;10943924
876813;10944046
876839;10944590
876866;10944543
876892;10944780
876919;10945164
876945;10945363
876971;10945460
876997;10945695
877023;10946115
877049;10946296
877076;10946536
877102;10946729
877128;10946766
877154;10947064
877181;10947808
877207;10948114
877233;10947845
877259;10948370
877285;10948495
877311;10948568
877338;10948757
877364;10948777
877390;10948722
877417;10948942
877442;10949438
877469;10949428
877495;10949720
877522;10950198
877548;10950473
877574;10950836
877600;10950964
877626;10951035
877653;10951149
877678;10951492
877705;10951257
877731;10951541
877757;10951251
877784;10951567
877809;10951682
877836;10951881
877862;10952249
877889;10952367
877915;10952680
877940;10952970
877967;10953075
877994;10953289
878020;10953326
878046;10953310
878072;10953124
878098;10953733
878124;10953788
878151;10953710
878177;10954026
878203;10954632
878229;10954569
878255;10954616
878282;10955112
878307;10955444
878334;10955358
878360;10955504
878387;10955517
878413;10955766
878439;10955813
878465;10956105
878491;10956223
878517;10956194
878544;10956476
878570;10956505
878596;10956573
878623;10957103
878648;10957184
878675;10957401
878701;10957892
878727;10958480
878754;10957693
878780;10958266
878806;10957968
878832;10958072
878859;10958122
878884;10958448
878911;10958911
878937;10958441
878963;10958532
878990;10958665
879015;10958911
879042;10959096
879068;10959091
879095;10959843
879120;10959648
879147;10959572
879173;10959877
879200;10959880
879225;10959606
879252;10959634
879278;10960183
879304;10960363
879330;10960306
879356;10960567
879383;10960457
879409;10960648
879435;10960692
879462;10960883
879488;10961116
879513;10961231
879540;10961667
879567;10961727
879593;10961797
879618;10961860
879645;10961978
879671;10962163
879697;10962106
879724;10962171
879749;10962451
879776;10962477
879803;10962534
879829;10962602
879854;10963145
879881;10963391
879907;10963268
879933;10963315
879959;10963887
879985;10963498
880012;10963707
880038;10963759
880064;10964180
880091;10964580
880116;10964303
880143;10964277
880169;10964629
880195;10964399
880222;10964648
880247;10964979
880274;10964917
880301;10965269
880326;10965181
880352;10965162
880379;10965387
880405;10965706
880431;10965491
880458;10965387
880484;10965583
880510;10965617
880536;10965977
880562;10965977
880589;10966003
880615;10965962
880641;10966090
880667;10965993
880693;10966095
880720;10966111
880746;10966105
880772;10966479
880799;10966698
880824;10966949
880851;10966847
880877;10967051
880903;10967720
880930;10967422
880955;10967707
880982;10967678
881008;10967547
881034;10968025
881060;10967513
881087;10968203
881113;10967749
881139;10968169
881166;10968383
881192;10968537
881218;10968639
881244;10968689
881270;10968723
881297;10968997
881322;10969060
881349;10969261
881375;10969279
881401;10969180
881428;10969977
881454;10969812
881480;10969846
881506;10969721
881532;10969627
881559;10969765
881584;10969870
881611;10970170
881637;10970037
881664;10970332
881690;10970309
881716;10970126
881742;10970256
881768;10970489
881794;10970458
881820;10970405
881847;10970742
881873;10970714
881899;10970891
881926;10971043
881952;10971045
881978;10971205
882004;10970852
882030;10970904
882057;10971189
882083;10971280
882109;10971288
882135;10971231
882161;10971406
882187;10971482
882214;10971657
882240;10971696
882267;10971824
882293;10971994
882319;10972059
